Section	Key	English	Amharic	Oromo	Tigrinya	Somali
commandPalette	commandPalette.navigate	Navigate	ዳስስ	Ce'i	ዝወር	U gudub
commandPalette	commandPalette.select	Select	ምረጥ	Fili	ምረጽ	Dooro
keyboardShortcuts	keyboardShortcuts.title	Keyboard Shortcuts	የቁልፍ ሰሌዳ ፈጣን መንገዶች	Qaxxaamura Kiiboordi	ናይ ኪቦርድ ቅልጡፋት	Garaacidda furayaasha degdega ah
keyboardShortcuts	keyboardShortcuts.openCommandPalette	Open command palette	የትዕዛዝ ሰሌዳ ክፈት	Paaletii ajajaa bani	ናይ ትእዛዝ ፓለት ክፈት	Fur sanduuqa amarada
keyboardShortcuts	keyboardShortcuts.showShortcuts	Show keyboard shortcuts	የቁልፍ ሰሌዳ ፈጣን መንገዶችን አሳይ	Qaxxaamura kiiboordi agarsiisi	ናይ ኪቦርድ ቅልጡፋት ኣርኢ	Tus garaacidda furayaasha degdega ah
keyboardShortcuts	keyboardShortcuts.goToHome	Go to Home	ወደ መነሻ ሂድ	Gara Fuula Jalqabaatti deemi	ናብ መበገሲ ኪድ	U tag bogga hore
keyboardShortcuts	keyboardShortcuts.goToProjects	Go to Projects	ወደ ፕሮጀክቶች ሂድ	Gara Pirojektotatti deemi	ናብ ፕሮጀክትታት ኪድ	U tag mashruucyada
keyboardShortcuts	keyboardShortcuts.goToIssues	Go to Issues	ወደ ጉዳዮች ሂድ	Gara Dhimmootatti deemi	ናብ ጉዳያት ኪድ	U tag arrimaha
keyboardShortcuts	keyboardShortcuts.goToBudget	Go to Budget	ወደ በጀት ሂድ	Gara Baajetaatti deemi	ናብ በጀት ኪድ	U tag miisaaniyada
keyboardShortcuts	keyboardShortcuts.goToTeams	Go to Teams	ወደ ቡድኖች ሂድ	Gara Gareeleetti deemi	ናብ ጋንታታት ኪድ	U tag kooxaha
keyboardShortcuts	keyboardShortcuts.goToGoals	Go to Goals	ወደ ግቦች ሂድ	Gara Galmootatti deemi	ናብ ዕላማታት ኪድ	U tag hadafyada
keyboardShortcuts	keyboardShortcuts.createNewIssue	Create new issue	አዲስ ጉዳይ ፍጠር	Dhimma haaraa uumi	ሓድሽ ጉዳይ ፍጠር	Samee arrin cusub
keyboardShortcuts	keyboardShortcuts.newProject	New project	አዲስ ፕሮጀክት	Pirojektii haaraa	ሓድሽ ፕሮጀክት	Mashruuc cusub
keyboardShortcuts	keyboardShortcuts.focusSearch	Focus search	ፍለጋ ላይ አተኩር	Barbaachaa irratti xiyyeeffadhu	ድልየት ኣተኩር	Raadinta diirad saari
keyboardShortcuts	keyboardShortcuts.closeModal	Close modal / cancel	መስኮት ዝጋ / ሰርዝ	Moodaalii cufi / haqi	ሞዳል ዕጸው / ሰርዝ	Xidh daaqadda / ka noqo
keyboardShortcuts	keyboardShortcuts.global	Global	ዓለም አቀፍ	Waliigalaa	ዓለምለኻዊ	Guud
keyboardShortcuts	keyboardShortcuts.actions	Actions	ድርጊቶች	Gocha	ተግባራት	Ficilada
keyboardShortcuts	keyboardShortcuts.pressToToggle	Press ? to toggle this dialog	ይህን መስኮት ለመቀያየር ? ይጫኑ	Haasaa kana banuuf/cufiuf ? cuqaasi	? ጠውቕ ነዚ ዳይኣሎግ ንምቕያር	? ku riix si aad daaqaddan u furtid
activity	activity.loadingTimeline	Loading activity timeline...	የእንቅስቃሴ የጊዜ ሰሌዳ በመጫን ላይ...	Sarara yeroo soochii fe'aa jira...	ናይ ንጥፈት ናይ ግዜ ሰሌዳ ይጸዓን ኣሎ...	Jadwalka dhaqdhaqaaqa waa la soo rarayaa...
activity	activity.failedToLoad	Failed to load activities	እንቅስቃሴዎችን መጫን አልተሳካም	Soochii fe'uu hin dandeenye	ንጥፈታት ምጽዓን ኣይሰለጠን	Dhaqdhaqaaqyada soo dejin la waayay
activity	activity.showAll	Show all activity	ሁሉንም እንቅስቃሴ አሳይ	Soochii hundaa agarsiisi	ኩሉ ንጥፈት ኣርኢ	Dhaqdhaqaaqa oo dhan tus
activity	activity.noActivity	No activity yet	እስካሁን ምንም እንቅስቃሴ የለም	Hanga ammaatti soochiin hin jiru	ክሳብ ሕጂ ንጥፈት የለን	Weli dhaqdhaqaaq ma jiro
activity	activity.noFilteredActivity	No {type} activity yet	እስካሁን {type} እንቅስቃሴ የለም	Hanga ammaatti soochii {type} hin jiru	ክሳብ ሕጂ ናይ {type} ንጥፈት የለን	Weli dhaqdhaqaaq {type} ma jiro
activity	activity.noFilteredActivityDesc	No {type}-related activity has been recorded. Try a different filter.	ምንም {type}-ነክ እንቅስቃሴ አልተመዘገበም። ሌላ ማጣሪያ ይሞክሩ።	Soochiin {type} hanga ammaatti hin galmeeffamne. Calaloo biraa yaalaa.	ናይ {type} ዝተመዝገበ ንጥፈት የለን። ካልእ ጸሪ ፈትን።	Dhaqdhaqaaq {type} ah lama diiwaangelin. Shaandhaye kale isku day.
activity	activity.activityWillAppear	Activity will appear here as team members work on tasks, projects, and goals.	የቡድን አባላት በተግባራት፣ በፕሮጀክቶች እና በግቦች ላይ ሲሰሩ እንቅስቃሴ እዚህ ይታያል።	Miseensonni garee hojii, pirojektii fi galma irratti yeroo hojjetan soochiin asitti mul'ata.	ኣባላት ጋንታ ኣብ ተግባራት፣ ፕሮጀክትታትን ዕላማታትን ክሰርሑ ከለዉ ንጥፈት ኣብዚ ይረአ።	Dhaqdhaqaaq halkan ayuu ka muuqan doonaa marka xubnaha kooxdu ay ku shaqeeyaan hawlaha, mashruucyada iyo hadafyada.
activity	activity.completedTask	completed task	ተግባር አጠናቀቀ	hojii xumure	ተግባር ወዲኡ	hawsha wuu dhammeeyey
activity	activity.createdMilestone	created milestone	ግብ ምዕራፍ ፈጠረ	adeemsa ijoo uume	ማይልስቶን ፈጢሩ	calaamad muhiim ah wuu sameeyey
activity	activity.commentedOn	commented on	አስተያየት ሰጠ በ	yaada kenne irratti	ርእይቶ ሂቡ ኣብ	wuu ka hadlay
activity	activity.updatedTask	updated task	ተግባር አዘመነ	hojii haaromse	ተግባር ሓዲሱ	hawsha wuu cusbooneysiiyey
activity	activity.assignedTask	assigned task to	ተግባር መደበ ለ	hojii ramade	ተግባር መዲቡ ንኸ	hawsha wuxuu u xilsaaray
analytics	analytics.metricDetails	Metric Details	የልኬት ዝርዝር	Bal'ina Safartuu	ናይ መለክዒ ዝርዝር	Faahfaahinta cabbirka
analytics	analytics.current	Current	አሁን ያለ	Ammaa	ሕጂ	Hadda
analytics	analytics.change	Change	ለውጥ	Jijjiirama	ለውጢ	Isbeddel
analytics	analytics.dailyBreakdown	Daily Breakdown	ዕለታዊ ክፍፍል	Qooddii Guyyaa	መዓልታዊ ክፍፍል	Faahfaahinta maalinlaha
analytics	analytics.topContributors	Top Contributors	ዋና አስተዋፅዖ ሰጪዎች	Hirmaattota Olaanoo	ላዕለዎት ኣበርከትቲ	Tabaruceyaasha ugu waaweyn
analytics	analytics.contributions	contributions	አስተዋፅዖዎች	hirmaannaa	ኣበርክቶታት	tabarucyo
analytics	analytics.projectDetails	Project Details	የፕሮጀክት ዝርዝር	Bal'ina Pirojektii	ናይ ፕሮጀክት ዝርዝር	Faahfaahinta mashruuca
analytics	analytics.activityTimeline	Activity Timeline	የእንቅስቃሴ የጊዜ ሰሌዳ	Sarara Yeroo Soochii	ናይ ንጥፈት ናይ ግዜ ሰሌዳ	Jadwalka dhaqdhaqaaqa
analytics	analytics.activityDetails	Activity Details	የእንቅስቃሴ ዝርዝር	Bal'ina Soochii	ናይ ንጥፈት ዝርዝር	Faahfaahinta dhaqdhaqaaqa
analytics	analytics.projectsCreated	Projects Created	የተፈጠሩ ፕሮጀክቶች	Pirojektota Uumaman	ዝተፈጥሩ ፕሮጀክትታት	Mashruucyo la sameeyey
analytics	analytics.projectsCompleted	Projects Completed	የተጠናቀቁ ፕሮጀክቶች	Pirojektota Xumuraman	ዝተወድኡ ፕሮጀክትታት	Mashruucyo la dhammeeyey
analytics	analytics.topContributorsMonth	Top Contributors This Month	የዚህ ወር ዋና አስተዋፅዖ ሰጪዎች	Hirmaattota Olaanoo Ji'a Kanaa	ኣብዚ ወርሒ ላዕለዎት ኣበርከትቲ	Tabaruceyaasha ugu waaweyn bishan
analytics	analytics.greatProgress	Great Progress!	ጥሩ ሂደት!	Adeemsa Gaarii!	ብሉጽ ምዕባለ!	Horumar wanaagsan!
analytics	analytics.completionRate	{month} showed a {rate}% completion rate	{month} {rate}% የማጠናቀቂያ ምጣኔ አሳይቷል	{month} saffisa xumuramuu {rate}% agarsiise	{month} {rate}% ናይ ምውዳእ ቅጥኒ ኣመዝጊቡ	{month} waxay muujisay heerka dhammaystirka {rate}%
analytics	analytics.deliveringOnTime	Your team is consistently delivering projects on time!	ቡድንዎ ፕሮጀክቶችን ወቅቱን ጠብቆ በማቅረብ ላይ ነው!	Gareen keessan pirojektota yeroodhaan raawwachaa jira!	ጋንታኻ ፕሮጀክትታት ብግዜኡ ይዛዝም ኣሎ!	Kooxdaadu si joogto ah ayay waqtiga ugu soo gudbinaysaa mashruucyada!
analytics	analytics.milestoneDetails	Milestone Details	የምዕራፍ ዝርዝር	Bal'ina Adeemsa Ijoo	ናይ ማይልስቶን ዝርዝር	Faahfaahinta calaamadda muhiimka
analytics	analytics.daysRemaining	Days Remaining	የቀሩ ቀናት	Guyyoota Hafan	ዝተረፉ መዓልታት	Maalmo hadhay
analytics	analytics.days	days	ቀናት	guyyoota	መዓልታት	maalmood
analytics	analytics.relatedTasks	Related Tasks	ተዛማጅ ተግባራት	Hojii Walqabatoo	ዝተኣሳሰሩ ተግባራት	Hawlaha la xiriira
analytics	analytics.potentialRisks	Potential Risks	ሊሆኑ የሚችሉ አደጋዎች	Balaawwan Ta'uu Danda'an	ዝኽእሉ ሓደጋታት	Khataraha suurtagalka ah
help	help.title	Help & Support	እርዳታ እና ድጋፍ	Gargaarsa fi Deeggarsa	ሓገዝን ደገፍን	Caawimo & Taageero
help	help.subtitle	Get help using Onekof platform	Onekof መድረክን ለመጠቀም እርዳታ ያግኙ	Waltajjii Onekof fayyadamuu irratti gargaarsa argadhaa	Onekof ፕላትፎርም ንምጥቃም ሓገዝ ርኸብ	Hel caawimo isticmaalka barnaamijka Onekof
help	help.documentation	Documentation	ሰነዶች	Dokumanteeshinii	ሰነዳት	Dukumentiyada
help	help.documentationDesc	Browse our comprehensive guides and tutorials	ሰፊ መመሪያዎችን እና ማጠናከሪያዎችን ያስሱ	Qajeelfamoota fi barnoota keenya bal'aa ilaali	ሰፋሕቲ መምርሒታትናን ትምህርትታትናን ርአ	Baadhitaan ku samee hagayaasheena iyo casharadayada oo dhammaystiran
help	help.videoTutorials	Video Tutorials	የቪዲዮ ማጠናከሪያዎች	Barnootaalee Viidiyoo	ናይ ቪድዮ ትምህርትታት	Casharada fiidiyowga
help	help.videoTutorialsDesc	Watch step-by-step video guides	ደረጃ-በደረጃ የቪዲዮ መመሪያዎችን ይመልከቱ	Qajeelfama viidiyoo tarkaanfii-tarkaanfiin ilaali	ስጉምቲ ብስጉምቲ ናይ ቪድዮ መምርሒታት ርአ	Daawo casharrada fiidiyowga tallaabooyinka
help	help.communityForum	Community Forum	የማህበረሰብ መድረክ	Waltajjii Hawaasaa	ናይ ማሕበረሰብ መድረኽ	Madasha bulshada
help	help.communityForumDesc	Ask questions and share knowledge	ጥያቄዎችን ይጠይቁ እና እውቀት ያካፍሉ	Gaaffii gaafadhu beekumsa qoodi	ሕቶታት ሕተትን ፍልጠት ኣካፍልን	Su'aalo weydii oo aqoon la wadaag
help	help.contactSupport	Contact Support	ድጋፍ ያግኙ	Deeggarsa Quunnamii	ደገፍ ርኸብ	La xiriir taageerada
help	help.contactSupportDesc	Email us at support@onekof.com	support@onekof.com ላይ ኢሜይል ያድርጉልን	support@onekof.com irratti nuuf ergaa	ኣብ support@onekof.com ኢመይል ስደደልና	Noo soo dir iimeyl support@onekof.com
help	help.faq	Frequently Asked Questions	በተደጋጋሚ የሚጠየቁ ጥያቄዎች	Gaaffiiwwan Irra Deddeebi'an	ብተደጋጋሚ ዝሕተቱ ሕቶታት	Su'aalaha inta badan la weydiiyo
help	help.faqCreateProject	How do I create a new project?	አዲስ ፕሮጀክት እንዴት እፈጥራለሁ?	Pirojektii haaraa akkamittin uuma?	ሓድሽ ፕሮጀክት ከመይ ይፈጠር?	Sideen mashruuc cusub u samaynayaa?
help	help.faqCreateProjectAnswer	Navigate to the Projects page and click the "Create Project" button. Fill in the project details and select your preferred template.	ወደ ፕሮጀክቶች ገጽ ያሂዱ እና "ፕሮጀክት ፍጠር" ቁልፍን ይጫኑ። የፕሮጀክት ዝርዝሮችን ያስገቡ እና የሚፈልጉትን ቅንብር ይምረጡ።	Gara fuula Pirojektotaatti deemaa qabduu "Pirojektii Uumi" cuqaasaa. Bal'ina pirojektii guutaa unka barbaaddan filadhaa.	ናብ ፕሮጀክትታት ገጽ ኪድ ድሕሪኡ "ፕሮጀክት ፍጠር" ጠውቕ። ናይ ፕሮጀክት ዝርዝር ምላእ ን ዝደለኻዮ ቅዲ ምረጽ።	U gudub bogga mashruucyada oo guji badhanka "Mashruuc samee". Buuxi faahfaahinta mashruuca oo dooro qaabka aad rabto.
help	help.faqInviteMembers	How do I invite team members?	የቡድን አባላትን እንዴት እጋብዛለሁ?	Miseensota garee akkamittin afeera?	ኣባላት ጋንታ ከመይ ይዕደሙ?	Sideen xubnaha kooxda u caasimayaa?
help	help.faqInviteMembersAnswer	Go to Settings → Team Members and click "Invite Member". Enter their email address and assign a role.	ወደ ቅንብሮች → ቡድን አባላት ሂደው "አባል ጋብዝ" ን ይጫኑ። ኢሜይል አድራሻቸውን ያስገቡ እና ሚና ይመድቡ።	Gara Qindaa'ina → Miseensota Garee deemaa "Miseensa Afeeri" cuqaasaa. Teessoo imeelii isaanii galchaa gahee ramadaa.	ናብ ቅጥዒታት → ኣባላት ጋንታ ኪድ ድሕሪኡ "ኣባል ዕደም" ጠውቕ። ናይ ኢመይል ኣድራሻ ኣእቱ ን ተራ ሃብ።	U tag Dejinta → Xubnaha Kooxda oo guji "Xubin Caasimo". Geli iimeylkooda oo u xilsaar door.
help	help.faqCustomizeDashboard	How do I customize my dashboard?	ዳሽቦርዴን እንዴት አበጃለሁ?	Daashboordii koo akkamittin maamila?	ዳሽቦርድ ከመይ ይስምምዕ?	Sideen dashboorkayga u habeynayaa?
help	help.faqCustomizeDashboardAnswer	Admins can customize dashboard features by going to Settings → Customization. You can enable/disable sections and features based on your organization's needs.	አስተዳዳሪዎች ወደ ቅንብሮች → ማበጀት ሄደው የዳሽቦርድ ባህሪያትን ማበጀት ይችላሉ። እንደ ድርጅትዎ ፍላጎት ክፍሎችን እና ባህሪያትን ማንቃት/ማቦዘን ይችላሉ።	Bulchitoonni amaloota daashboordii gara Qindaa'ina → Maamila deemuun maamila gochuu danda'u. Barbaachisummaa dhaabbata keessaniitiin kutaalee fi amaloota dandeessisuu/dhaamsu dandeessu.	ኣመሓደርቲ ናብ ቅጥዒታት → ምስምማዕ ብምኻድ ናይ ዳሽቦርድ ባህርያት ክስምምዑ ይኽእሉ። ብመሰረት ድሌት ትካልካ ክፍልታትን ባህርያትን ከተብርህ/ከተጥፍእ ትኽእል።	Maamulayaashu waxay habeyn karaan astaamaha dashboorkka iyaga oo taga Dejinta → Habaynta. Waxaad daar ama dami kartaa qaybaha iyo astaamaha hay'addaada u baahan.
help	help.faqExportData	How do I export data?	ዳታ እንዴት ወደ ውጪ ላክ?	Daataa akkamittin ergadha?	ዳታ ከመይ ይስደድ?	Sideen xogta u dhoofiyaa?
help	help.faqExportDataAnswer	Most pages have an export button in the toolbar. Click it to download data in CSV or Excel format.	አብዛኛዎቹ ገጾች በመሣሪያ አሞሌ ላይ የላክ ቁልፍ አላቸው። ዳታን በCSV ወይም Excel ቅርጸት ለማውረድ ይጫኑ።	Fuulota baay'ee irratti qabduun erguu meeshaa keessatti argama. Daataa bifa CSV ykn Excel-n buufachuuf cuqaasaa.	መብዛሕትኦም ገጻት ኣብ ናይ መሳርሒ ባር ናይ ምስዳድ ቁልፊ ኣለዎም። ንዳታ ብ CSV ወይ Excel ቅርጽ ንምውራድ ጠውቕ።	Bogagga badankood waxay leeyihiin badhanka dhoofinta oo ku yaal qalabka. Guji si aad xogta ugu soo dejiso qaab CSV ama Excel ah.
help	help.additionalResources	Additional Resources	ተጨማሪ ሀብቶች	Qabeenya Dabalataa	ተወሳኺ ጸጋታት	Kheyraadka dheeraadka ah
help	help.gettingStartedGuide	Getting Started Guide	ለመጀመር መመሪያ	Qajeelfama Jalqabuu	ናይ ምጅማር መምርሒ	Hagaha bilawga
help	help.apiDocumentation	API Documentation	API ሰነዶች	Dokumanteeshinii API	ናይ API ሰነዳት	Dukumentiyada API
help	help.releaseNotes	Release Notes	የልቀት ማስታወሻዎች	Yaadannoo Gadhiisaa	ናይ ምልቃቕ ማስታወሻታት	Qoraallada sii daynta
tabs	tabs.summary	Summary	ማጠቃለያ	Cuunfaa	ጽሟቕ	Soo koobid
tabs	tabs.list	List	ዝርዝር	Tarree	ዝርዝር	Liis
tabs	tabs.board	Board	ቦርድ	Boordii	ሰሌዳ	Sambal
tabs	tabs.calendar	Calendar	ቀን መቁጠሪያ	Kaaleendarii	ዓውደ-ኣዋርሕ	Kalandar
tabs	tabs.timeline	Timeline	የጊዜ ሰሌዳ	Sarara Yeroo	ናይ ግዜ ሰሌዳ	Jadwalka waqtiga
tabs	tabs.team	Team	ቡድን	Garee	ጋንታ	Koox
tabs	tabs.goals	Goals	ግቦች	Galmoota	ዕላማታት	Hadafyada
tabs	tabs.budget	Budget	በጀት	Baajeta	በጀት	Miisaaniyad
tabs	tabs.docs	Docs	ሰነዶች	Dokumantoota	ሰነዳት	Dukumentiyo
tabs	tabs.automation	Automation	አውቶሜሽን	Ofumaan Hojjechuu	ኦቶመይሽን	Otomaatik
tabs	tabs.wiki	Wiki	ዊኪ	Wiikii	ዊኪ	Wiiki
tabs	tabs.settings	Settings	ቅንብሮች	Qindaa'ina	ቅጥዒታት	Dejinta
tabs	tabs.code	Code	ኮድ	Koodii	ኮድ	Koodh
tabs	tabs.forms	Forms	ቅጾች	Unkaawwan	ቅጥዒታት	Foomamka
tabs	tabs.pages	Pages	ገጾች	Fuulota	ገጻት	Bogagga
tabs	tabs.overview	Overview	አጠቃላይ እይታ	Ilaalcha Waliigalaa	ሓፈሻዊ ትዕዝብቲ	Guud mar
toast	toast.projectCreated	Project created successfully	ፕሮጀክት በተሳካ ሁኔታ ተፈጥሯል	Pirojektiin milkaa'inaan uumame	ፕሮጀክት ብዓወት ተፈጢሩ	Mashruuca si guul leh loo sameeyey
toast	toast.projectUpdated	Project updated successfully	ፕሮጀክት በተሳካ ሁኔታ ተዘምኗል	Pirojektiin milkaa'inaan haaromfame	ፕሮጀክት ብዓወት ተሓዲሱ	Mashruuca si guul leh loo cusbooneysiiyey
toast	toast.projectDeleted	Project deleted successfully	ፕሮጀክት በተሳካ ሁኔታ ተሰርዟል	Pirojektiin milkaa'inaan haqame	ፕሮጀክት ብዓወት ተደምሲሱ	Mashruuca si guul leh loo tirtiray
